t,x,y,z,vx,vy,vz,mx,my,mz,sx,sy,sz
86400.0,-9.24911134314668E7,-1.7685366844254234E8,-5.628648591479324E7,-277.90178305539973,-1216.112387019533,-498.21767890454356,3.563297801632842E8,9.722994405602206E7,6484663.501198903,1.9409585981611134E10,-1.3839861771877377E11,-5.9995992492091805E10
